timestamp_ms,accX_g,accY_g,accZ_g,gyrX,gyrY,gyrZ,step_count,cadence_spm,peak_impact_g
1784070792717,0.14860131,0.77594775,0.4033464,-19.88,5.7400002,-26.74,0,0.0,0.8870544
1784070792717,0.30720696,0.9548061,0.20252723,-8.26,2.73,-24.5,0,0.0,1.0232537
1784070792717,0.20862745,0.8842876,0.3535686,-23.94,18.69,-21.14,0,0.0,1.0232537
1784070792717,0.24596079,1.0377691,0.19252288,-6.16,6.7200003,-16.52,0,0.0,1.0837556
1784070792717,0.18373856,0.99262744,0.08271895,2.52,4.13,-14.77,0,0.0,1.0837556
1784070792717,0.11273203,0.8618388,0.068810456,-5.67,11.41,-17.57,0,0.0,1.0837556
1784070792717,0.18129848,0.7869281,0.8152331,-14.9800005,0.91,-23.94,0,0.0,1.1474886
1784070792717,0.21521568,0.8332898,1.3491242,-16.1,-17.15,-26.6,0,0.0,1.600258
1784070792752,0.08247495,1.1378126,1.0514336,10.5,-26.67,-21.98,0,0.0,1.600258
1784070792752,-0.5661002,1.6743878,0.47240084,84.42,-28.77,-9.17,0,0.0,1.8295373
1784070792752,-1.4911373,1.5060217,-0.07759477,119.63,-38.57,3.57,0,0.0,2.1207576
1784070792752,-0.96651846,1.1790501,-0.042701527,-0.7,-50.89,10.22,0,0.0,2.1207576
1784070792752,-0.18276253,1.2071111,0.44995204,-61.88,-56.14,17.15,0,0.0,2.1207576
1784070792752,0.06856645,1.3091067,0.5753726,-21.84,-60.760002,18.83,0,0.0,2.1207576
1784070792752,-0.020496732,1.202963,0.23717648,1.96,-61.18,14.56,0,0.0,2.1207576
1784070792752,0.13420479,1.1085316,0.117856205,6.86,-57.54,5.04,1,0.0,2.1207576
1784070792887,0.14933333,1.0467974,0.4062745,2.45,-65.45,-5.67,1,0.0,2.1207576
1784070792887,0.04660566,0.97091067,0.32770368,6.09,-66.01,-16.66,1,0.0,2.1207576
1784070792887,-0.02293682,0.9108845,0.36747712,5.88,-69.44,-27.16,1,0.0,2.1207576
1784070792887,-0.13835293,0.9548061,0.4562963,10.08,-72.45,-32.48,1,0.0,2.1207576
1784070792887,-0.22204792,0.9672506,0.42115903,9.94,-72.31,-32.48,1,0.0,2.1207576
1784070792887,-0.2603573,1.0043398,0.41652286,5.46,-71.12,-28.35,1,0.0,2.1207576
1784070792887,-0.28671023,0.9875033,0.34527233,4.48,-69.65,-22.33,1,0.0,2.1207576
1784070792887,-0.31159914,0.9499259,0.31013507,2.66,-68.46,-16.24,1,0.0,2.1207576
1784070792903,-0.31965142,0.9128366,0.31013507,2.45,-68.6,-10.36,1,0.0,2.1207576
1784070792903,-0.3028148,0.8906318,0.30159476,4.97,-66.99,-7.28,1,0.0,2.1207576
1784070792903,-0.27914596,0.8750153,0.280366,9.87,-67.2,-6.44,1,0.0,2.1207576
1784070792903,-0.23180829,0.8759913,0.25938126,11.83,-68.88,-7.07,1,0.0,2.1207576
1784070792903,-0.15714161,0.87184316,0.19715904,8.82,-77.98,-9.59,1,0.0,2.1207576
1784070792903,-0.19203486,0.8720872,0.22863616,6.09,-75.46,-13.37,1,0.0,2.1207576
1784070792903,-0.10492375,0.86793894,0.20399128,3.64,-77.98,-17.01,1,0.0,2.1207576
1784070792903,-0.07930283,0.83426577,0.21985185,4.69,-80.08,-20.72,1,0.0,2.1207576
1784070792976,-0.1793464,0.8542745,0.25572112,6.65,-80.01,-24.64,1,0.0,2.1207576
1784070792976,-0.0951634,0.8452462,0.26474947,8.75,-74.69,-28.210001,1,0.0,2.1207576
1784070792976,-0.048801742,0.8481742,0.27182573,11.41,-71.54,-31.08,1,0.0,2.1207576
1784070792976,-0.06563834,0.87257516,0.27328977,13.86,-67.41,-32.83,1,0.0,2.1207576
1784070792976,0.064906314,0.869403,0.23034422,16.87,-72.24,-33.6,1,0.0,2.1207576
1784070792976,-0.044897605,0.8984401,0.29256645,17.22,-61.670002,-33.74,1,0.0,2.1207576
1784070792976,-0.012200436,0.9162527,0.307939,18.9,-53.62,-33.53,1,0.0,2.1207576
1784070792976,0.009760349,0.9201569,0.31306317,20.72,-49.14,-33.04,1,0.0,2.1207576
1784070793068,0.054901965,0.92674506,0.3030588,21.0,-43.82,-31.5,1,0.0,2.1207576
1784070793068,0.068810456,0.9294292,0.30476686,21.77,-39.27,-29.33,1,0.0,2.1207576
1784070793068,0.07954685,0.9406536,0.3113551,20.93,-35.49,-27.02,1,0.0,2.1207576
1784070793068,0.09321132,0.93357736,0.31477123,19.81,-31.92,-24.29,1,0.0,2.1207576
1784070793068,0.097603485,0.92113286,0.31257516,19.11,-28.98,-21.42,1,0.0,2.1207576
1784070793068,0.09321132,0.923573,0.30037472,19.53,-26.32,-18.69,1,0.0,2.1207576
1784070793068,0.09174728,0.9318693,0.28500217,19.460001,-24.710001,-16.38,1,0.0,2.1207576
1784070793068,0.08369499,0.93430936,0.2881743,18.48,-23.8,-14.63,1,0.0,2.1207576
1784070793116,0.06905446,0.94358176,0.29159042,16.8,-22.89,-13.16,1,0.0,2.1207576
1784070793116,0.043189544,0.9548061,0.28939435,15.33,-21.84,-11.9,1,0.0,2.1207576
1784070793116,0.008540305,0.9760349,0.28939435,13.58,-21.07,-11.13,1,0.0,2.1207576
1784070793116,-0.0046361657,0.9672506,0.279878,11.76,-20.58,-11.2,1,0.0,2.1207576
1784070793116,-0.030745098,0.9865272,0.2832941,10.29,-18.69,-11.27,1,0.0,2.1207576
1784070793116,-0.04611765,0.9853072,0.28183007,11.69,-16.87,-11.34,1,0.0,2.1207576
1784070793116,-0.07759477,0.9945795,0.2937865,11.27,-20.58,-10.5,1,0.0,2.1207576
1784070793116,-0.09199129,0.9867712,0.26718953,11.4800005,-15.12,-10.29,1,0.0,2.1207576
1784070793208,-0.10004357,1.0048279,0.27231374,11.83,-11.9,-9.52,1,0.0,2.1207576
1784070793208,-0.10882789,1.0158083,0.27255774,10.08,-10.36,-8.68,1,0.0,2.1207576
1784070793208,-0.119564265,1.0172724,0.26401743,8.54,-9.03,-7.35,1,0.0,2.1207576
1784070793208,-0.11346405,1.036061,0.25889325,11.69,-7.07,-6.65,1,0.0,2.1207576
1784070793208,-0.12151635,1.0389892,0.28134203,10.22,-6.44,-5.95,1,0.0,2.1207576
1784070793208,-0.11566014,1.037037,0.2686536,5.53,-5.95,-4.83,1,0.0,2.1207576
1784070793208,-0.11566014,1.0238606,0.26523748,2.66,-5.25,-4.13,1,0.0,2.1207576
1784070793208,-0.12078431,1.0018997,0.2579172,0.07,-5.04,-3.5,1,0.0,2.1207576
1784070793295,-0.10345969,0.9823791,0.2681656,-0.42000002,-5.6,-3.43,1,0.0,2.1207576
1784070793295,-0.10419172,0.9662745,0.2659695,-0.42000002,-5.39,-3.57,1,0.0,2.1207576
1784070793295,-0.079058826,0.96041834,0.23180829,0.21000001,-4.06,-3.92,1,0.0,2.1207576
1784070793295,-0.07979085,0.93406534,0.23205228,-0.56,-3.99,-4.62,1,0.0,2.1207576
1784070793295,-0.09052724,0.93162525,0.22741611,-2.03,-4.27,-4.9,1,0.0,2.1207576
1784070793295,-0.102727674,0.9213769,0.22668411,-3.22,-4.55,-4.97,1,0.0,2.1207576
1784070793295,-0.027084969,0.9367494,0.15543355,-1.54,-14.91,-4.48,1,0.0,2.1207576
1784070793295,-0.11736819,0.896244,0.19374292,-4.13,-7.4900002,-4.9,1,0.0,2.1207576
1784070793344,-0.13176471,0.88941175,0.20545535,-5.6,-3.85,-4.76,1,0.0,2.1207576
1784070793344,-0.13322876,0.8857516,0.18007843,-6.37,-4.06,-4.41,1,0.0,2.1207576
1784070793344,-0.13371678,0.8662309,0.16714597,-8.33,-4.2,-3.64,1,0.0,2.1207576
1784070793344,-0.13518083,0.86525494,0.16983007,-10.43,-4.55,-2.52,1,0.0,2.1207576
1784070793344,-0.13078867,0.8513464,0.14957735,-12.81,-5.04,-1.12,1,0.0,2.1207576
1784070793344,-0.13176471,0.8415861,0.13225272,-14.14,-5.18,0.35,1,0.0,2.1207576
1784070793344,-0.12566449,0.83255774,0.13542484,-14.56,-4.62,2.1,1,0.0,2.1207576
1784070793344,-0.11858824,0.8284096,0.12493246,-14.63,-3.71,3.85,1,0.0,2.1207576
1784070793431,-0.10614379,0.8242614,0.120540306,-14.35,-2.8700001,5.39,1,0.0,2.1207576
1784070793431,-0.08906318,0.81328106,0.10980393,-13.86,-2.17,6.51,1,0.0,2.1207576
1784070793431,-0.08613508,0.81230503,0.11736819,-12.39,-1.54,7.42,1,0.0,2.1207576
1784070793431,-0.08515904,0.810353,0.10248367,-9.17,-0.91,7.98,1,0.0,2.1207576
1784070793431,-0.09443137,0.80254465,0.09028322,-5.25,-0.28,7.84,1,0.0,2.1207576
1784070793431,-0.10541177,0.79937255,0.08345098,0.84000003,0.28,7.28,1,0.0,2.1207576
1784070793431,-0.11102396,0.8054728,0.083206974,4.97,2.03,6.37,1,0.0,2.1207576
1784070793431,-0.12273638,0.7996166,0.056122,9.59,3.71,5.6,1,0.0,2.1207576
1784070793478,-0.1232244,0.8042527,0.059050106,15.190001,5.11,4.9,1,0.0,2.1207576
1784070793478,-0.14128104,0.83499783,0.03660131,22.19,6.58,3.71,1,0.0,2.1207576
1784070793478,-0.15299346,0.8840436,0.02098475,27.93,7.84,2.38,1,0.0,2.1207576
1784070793478,-0.1651939,0.92674506,-0.0063442267,31.710001,8.54,0.91,1,0.0,2.1207576
